official_no	level	simplified	mapping_code	traditional	inherited	simplified_example	traditional_example	example_source	original_example_source	simplified_sentence	traditional_sentence	field_usage	context_kind
1856	1	贾	1856_1	賈	false	商贾	商賈	authored-example	project-authored	古代商贾沿着丝绸之路往来。	古代商賈沿著絲綢之路往來。		lexical-context
1865	1	砾	1865_1	礫	false	砾石	礫石	authored-example	project-authored	小路上铺满了砾石。	小路上鋪滿了礫石。		lexical-context
1866	1	础	1866_1	礎	false	基础	基礎	corpus-example	tatoeba:4266656	这位研究生有坚实的数学基础。	這位研究生有堅實的數學基礎。		lexical-context
1874	1	顾	1874_1	顧	false	照顾	照顧	corpus-example	tatoeba:452634	爸爸死后，他就开始照顾妈妈。	爸爸死後，他就開始照顧媽媽。		lexical-context
1875	1	轿	1875_1	轎	false	轿子	轎子	authored-example	project-authored	古时候，人们常乘轿子出行。	古時候，人們常乘轎子出行。		lexical-context
1876	1	较	1876_1	較	false	比较	比較	corpus-example	tatoeba:343736	所有学科中，我比较喜欢英语。	所有學科中，我比較喜歡英語。		lexical-context
1877	1	顿	1877_1	頓	false	顿时	頓時	corpus-example	tatoeba:13915698	我看到成绩后，顿时大吃一惊。	我看到成績後，頓時大吃一驚。		lexical-context
1878	1	毙	1878_1	斃	false	毙命	斃命	authored-example	project-authored	那名伤者最终因伤毙命。	那名傷者最終因傷斃命。		lexical-context
1879	1	致	1879_0	致	true	导致	導致	corpus-example	tatoeba:816518	在光滑的路上开车会导致车祸。	在光滑的路上開車會導致車禍。		lexical-context
1879	1	致	1879_1	緻	false	细致	細緻	corpus-example	tatoeba:1426551	这两张图片之间有细致的差异。	這兩張圖片之間有細緻的差異。		lexical-context
1882	1	虑	1882_1	慮	false	考虑	考慮	corpus-example	tatoeba:334709	你不能指望我一切都考虑周到！	你不能指望我一切都考慮周到！		lexical-context
1883	1	监	1883_1	監	false	监督	監督	authored-example	project-authored	监理负责监督工程质量。	監理負責監督工程質量。		lexical-context
1884	1	紧	1884_1	緊	false	紧张	緊張	corpus-example	tatoeba:409455	飞机起飞的时候紧张很正常。	飛機起飛的時候緊張很正常。		lexical-context
1885	1	党	1885_0	党	true	党项	党項	authored-example	project-authored	党项人曾建立西夏政权。	党項人曾建立西夏政權。		lexical-context
1885	1	党	1885_1	黨	false	国民党	國民黨	authored-example	project-authored	国民党在台湾拥有多个地方组织。	國民黨在臺灣擁有多個地方組織。		lexical-context
1887	1	晒	1887_1	曬	false	晒太阳	曬太陽	authored-example	project-authored	小猫趴在窗边晒太阳。	小貓趴在窗邊曬太陽。		lexical-context
1889	1	晓	1889_1	曉	false	晓得	曉得	corpus-example	tatoeba:10324243	他晓得你做了什么吗？	他曉得你做了什麼嗎？		lexical-context
1891	1	唠	1891_1	嘮	false	唠叨	嘮叨	corpus-example	tatoeba:13528150	俺家那口子又在屋里唠叨呢。	俺家那口子又在屋裡嘮叨呢。		lexical-context
1892	1	鸭	1892_1	鴨	false	鸭子	鴨子	corpus-example	tatoeba:11509590	我是一只鸭子。我说英语。	我是一隻鴨子。我說英語。		lexical-context
1897	1	晕	1897_1	暈	false	头晕	頭暈	corpus-example	tatoeba:784821	我一站起来就觉得头晕。	我一站起來就覺得頭暈。		lexical-context
1910	1	鸯	1910_1	鴦	false	鸳鸯	鴛鴦	authored-example	project-authored	池塘里游着一对鸳鸯。	池塘裡遊著一對鴛鴦。		lexical-context
1918	1	罢	1918_1	罷	false	罢了	罷了	corpus-example	tatoeba:7012165	你还以为我作罢了，不是吗？	你還以為我作罷了，不是嗎？		lexical-context
1922	1	圆	1922_1	圓	false	圆形	圓形	corpus-example	tatoeba:13970682	画一个圆形。	畫一個圓形。		lexical-context
1924	1	贼	1924_1	賊	false	卖国贼	賣國賊	authored-example	project-authored	小说中的卖国贼最终受到了惩罚。	小說中的賣國賊最終受到了懲罰。		lexical-context
1925	1	贿	1925_1	賄	false	贿赂	賄賂	corpus-example	tatoeba:431520	市长否认收受了贿赂。	市長否認收受了賄賂。		lexical-context
1926	1	赂	1926_1	賂	false	贿赂	賄賂	corpus-example	tatoeba:431520	市长否认收受了贿赂。	市長否認收受了賄賂。		lexical-context
1927	1	赃	1927_1	贜	false	分赃	分贜	authored-example	project-authored	几名罪犯因分赃不均而争吵。	幾名罪犯因分贜不均而爭吵。		lexical-context
1928	1	钱	1928_1	錢	false	金钱	金錢	corpus-example	tatoeba:353873	金钱可以买一切的想法是错误的。	金錢可以買一切的想法是錯誤的。		lexical-context
1929	1	钳	1929_1	鉗	false	钳制	鉗制	authored-example	project-authored	严格的规定钳制了市场活力。	嚴格的規定鉗制了市場活力。		lexical-context
1930	1	钻	1930_1	鑽	false	钻进	鑽進	authored-example	project-authored	小狗钻进桌子下面躲雨。	小狗鑽進桌子下面躲雨。		lexical-context
1931	1	钾	1931_1	鉀	false	钾盐	鉀鹽	authored-natural-example	manual	这种肥料含有丰富的钾盐。	這種肥料含有豐富的鉀鹽。		lexical-context
1932	1	铁	1932_1	鐵	false	铁路	鐵路	corpus-example	tatoeba:1314226	他在一次铁路事故中受了伤。	他在一次鐵路事故中受了傷。		lexical-context
1933	1	铃	1933_1	鈴	false	马铃薯	馬鈴薯	corpus-example	tatoeba:8588265	马铃薯是土豆，西红柿是番茄。	馬鈴薯是土豆，西紅柿是番茄。		lexical-context
1934	1	铅	1934_1	鉛	false	铅笔	鉛筆	corpus-example	tatoeba:808253	如果你需要铅笔，我借你一支。	如果你需要鉛筆，我借你一支。		lexical-context
1939	1	牺	1939_1	犧	false	牺牲	犧牲	corpus-example	tatoeba:812366	为了救许多人牺牲一个人是否道德？	為了救許多人犧牲一個人是否道德？		lexical-context
1942	1	敌	1942_1	敵	false	敌人	敵人	corpus-example	tatoeba:1781986	在我们的周围没有敌人的迹象。	在我們的周圍沒有敵人的跡象。		lexical-context
1945	1	积	1945_1	積	false	面积	面積	corpus-example	tatoeba:420368	这片小区的绿地面积有多少？	這片小區的綠地面積有多少？		lexical-context
1948	1	称	1948_1	稱	false	称为	稱為	corpus-example	tatoeba:1567745	幼儿园老师有时被称为孩子王。	幼兒園老師有時被稱為孩子王。		lexical-context
1951	1	笔	1951_1	筆	false	笔架	筆架	authored-example	project-authored	毛笔搁在木制笔架上。	毛筆擱在木製筆架上。		lexical-context
1954	1	债	1954_1	債	false	债务	債務	corpus-example	tatoeba:3659905	那家工厂的境况不太好，背了很多债务。	那家工廠的境況不太好，背了很多債務。		lexical-context
1955	1	借	1955_0	借	true	凭借	憑借	corpus-example	tatoeba:2085116	那只鸟凭借自己巨大的翅膀能飞得很快。	那隻鳥憑借自己巨大的翅膀能飛得很快。		lexical-context
1955	1	借	1955_1	藉	false	凭借	憑藉	corpus-example	tatoeba:2085116	那只鸟凭借自己巨大的翅膀能飞得很快。	那隻鳥憑藉自己巨大的翅膀能飛得很快。		lexical-context
1959	1	倾	1959_1	傾	false	倾向	傾向	corpus-example	tatoeba:9495360	汤姆公开自己的同性恋倾向。	湯姆公開自己的同性戀傾向。		lexical-context
1965	1	赁	1965_1	賃	false	租赁	租賃	corpus-example	tatoeba:13527727	这家汽车租赁公司提供了优质的客服业务。	這家汽車租賃公司提供了優質的客服業務。		lexical-context
1978	1	舰	1978_1	艦	false	舰队	艦隊	authored-example	project-authored	舰队驶离港口前往远海。	艦隊駛離港口前往遠海。		lexical-context
1979	1	舱	1979_1	艙	false	船舱	船艙	authored-example	project-authored	乘客回到船舱休息。	乘客回到船艙休息。		lexical-context
1984	1	耸	1984_1	聳	false	高耸	高聳	authored-example	project-authored	雪山高耸入云。	雪山高聳入雲。		lexical-context
1987	1	爱	1987_1	愛	false	爱国	愛國	corpus-example	tatoeba:9961482	总统作为一位真正的爱国者发言。	總統作為一位真正的愛國者發言。		lexical-context
1990	1	颁	1990_1	頒	false	颁布	頒布	authored-example	project-authored	政府颁布了新的交通法规。	政府頒布了新的交通法規。		lexical-context
1991	1	颂	1991_1	頌	false	歌颂	歌頌	authored-example	project-authored	诗人用作品歌颂故乡。	詩人用作品歌頌故鄉。		lexical-context
1998	1	脏	1998_1	臟	false	心脏	心臟	corpus-example	tatoeba:333261	遭受心脏病困扰的人数增加了。	遭受心臟病困擾的人數增加了。		lexical-context
1998	1	脏	1998_2	髒	false	肮脏	骯髒	corpus-example	tatoeba:772001	没有肮脏的爱情, 也没有美丽的监狱。	沒有骯髒的愛情, 也沒有美麗的監獄。		lexical-context
1999	1	脐	1999_1	臍	false	肚脐	肚臍	corpus-example	tatoeba:1750080	无尾熊没有肚脐。	無尾熊沒有肚臍。		lexical-context
2000	1	胶	2000_1	膠	false	橡胶	橡膠	authored-example	project-authored	雨鞋是用橡胶制成的。	雨鞋是用橡膠製成的。		lexical-context
2001	1	脑	2001_1	腦	false	电脑	電腦	corpus-example	tatoeba:683602	我有钱的话，我就买这台电脑。	我有錢的話，我就買這臺電腦。		lexical-context
2002	1	脓	2002_1	膿	false	脓包	膿包	authored-example	project-authored	医生处理了伤口上的脓包。	醫生處理了傷口上的膿包。		lexical-context
2008	1	鸵	2008_1	鴕	false	鸵鸟	鴕鳥	corpus-example	tatoeba:13924819	鸸鹋和鸵鸟有什么区别？	鴯鶓和鴕鳥有什麼區別？		lexical-context
2010	1	鸳	2010_1	鴛	false	鸳鸯	鴛鴦	authored-example	project-authored	这幅画描绘了一对鸳鸯。	這幅畫描繪了一對鴛鴦。		lexical-context
2011	1	皱	2011_1	皺	false	褶皱	褶皺	authored-example	project-authored	这件裙子的褶皱很自然。	這件裙子的褶皺很自然。		lexical-context
2012	1	饿	2012_1	餓	false	饿死	餓死	corpus-example	tatoeba:482354	我宁愿饿死，也不会去偷东西。	我寧願餓死，也不會去偷東西。		lexical-context
2013	1	馁	2013_1	餒	false	气馁	氣餒	corpus-example	tatoeba:9408586	玛丽告诉我她不气馁。	瑪麗告訴我她不氣餒。		lexical-context
2016	1	恋	2016_1	戀	false	恋爱	戀愛	corpus-example	tatoeba:1743568	不，直到现在她都没有恋爱过。	不，直到現在她都沒有戀愛過。		lexical-context
2017	1	桨	2017_1	槳	false	螺旋桨	螺旋槳	authored-example	project-authored	船的螺旋桨被渔网缠住了。	船的螺旋槳被漁網纏住了。		lexical-context
2018	1	浆	2018_1	漿	false	岩浆	岩漿	authored-example	project-authored	火山喷出了炽热的岩浆。	火山噴出了熾熱的岩漿。		lexical-context
2024	1	准	2024_0	准	true	批准	批准	corpus-example	tatoeba:4831157	那个四年计划必须获得批准。	那個四年計劃必須獲得批准。		lexical-context
2024	1	准	2024_1	準	false	准备	準備	corpus-example	tatoeba:334798	门铃响的时候，我正准备出门。	門鈴響的時候，我正準備出門。		lexical-context
2026	1	症	2026_0	症	true	症状	症狀	corpus-example	tatoeba:1616576	她吃了中药，减轻了她的症状。	她吃了中藥，減輕了她的症狀。		lexical-context
2026	1	症	2026_1	癥	false	症结	癥結	authored-example	project-authored	我们终于找到了问题的症结。	我們終於找到了問題的癥結。		lexical-context
2029	1	斋	2029_1	齋	false	斋戒	齋戒	authored-example	project-authored	信徒在节日期间进行斋戒。	信徒在節日期間進行齋戒。		lexical-context
2035	1	离	2035_1	離	false	离开	離開	corpus-example	tatoeba:336929	我正要离开家的时候电话响了。	我正要離開家的時候電話響了。		lexical-context
2039	1	资	2039_1	資	false	资源	資源	corpus-example	tatoeba:813474	我们消耗了所有的自然资源。	我們消耗了所有的自然資源。		lexical-context
2043	1	竞	2043_1	競	false	竞争	競爭	corpus-example	tatoeba:715573	新的竞争机制使大家干劲儿大增。	新的競爭機制使大家幹勁兒大增。		lexical-context
2048	1	阅	2048_1	閲	false	阅读	閲讀	corpus-example	tatoeba:623220	有些人认为阅读简直浪费时间。	有些人認為閲讀簡直浪費時間。		lexical-context
2059	1	烦	2059_1	煩	false	麻烦	麻煩	corpus-example	tatoeba:358181	小心点驾驶，不然你就麻烦了。	小心點駕駛，不然你就麻煩了。		lexical-context
2060	1	烧	2060_1	燒	false	燃烧	燃燒	corpus-example	tatoeba:13537163	做有氧运动可以有效燃烧脂肪。	做有氧運動可以有效燃燒脂肪。		lexical-context
2061	1	烛	2061_1	燭	false	蜡烛	蠟燭	corpus-example	tatoeba:5581762	汤姆吹灭了蛋糕上的所有蜡烛。	湯姆吹滅了蛋糕上的所有蠟燭。		lexical-context
2064	1	递	2064_1	遞	false	递增	遞增	authored-example	project-authored	报名人数正在逐年递增。	報名人數正在逐年遞增。		lexical-context
2065	1	涛	2065_1	濤	false	胡锦涛	胡錦濤	corpus-example	tatoeba:774527	谁知道胡锦涛的生日？	誰知道胡錦濤的生日？		lexical-context
2067	1	涝	2067_1	澇	false	洪涝	洪澇	authored-example	project-authored	连续暴雨造成了严重洪涝。	連續暴雨造成了嚴重洪澇。		lexical-context
2072	1	涡	2072_1	渦	false	涡轮	渦輪	authored-example	project-authored	发动机使用涡轮提高效率。	發動機使用渦輪提高效率。		lexical-context
2075	1	涂	2075_0	涂	true	涂长望	涂長望	authored-example	project-authored	涂长望是中国近代气象学家。	涂長望是中國近代氣象學家。		lexical-context
2075	1	涂	2075_1	塗	false	糊涂	糊塗	corpus-example	tatoeba:6014656	这个路口正在翻修，被挖得一塌糊涂。	這個路口正在翻修，被挖得一塌糊塗。		lexical-context
2079	1	涤	2079_1	滌	false	洗涤	洗滌	authored-natural-example	manual	这件衣服需要用冷水洗涤。	這件衣服需要用冷水洗滌。		lexical-context
2081	1	润	2081_1	潤	false	利润	利潤	corpus-example	tatoeba:8588166	经济利润和正常利润有什么区别？	經濟利潤和正常利潤有什麼區別？		lexical-context
2082	1	涧	2082_1	澗	false	山涧	山澗	corpus-example	tatoeba:912701	翡翠般的青山，山涧中的流水声潺潺。	翡翠般的青山，山澗中的流水聲潺潺。		lexical-context
2086	1	涨	2086_1	漲	false	上涨	上漲	corpus-example	tatoeba:345810	物价上涨是多方因素造成的。	物價上漲是多方因素造成的。		lexical-context
2087	1	烫	2087_1	燙	false	滚烫	滾燙	authored-example	project-authored	锅里的水滚烫，小心别碰。	鍋裡的水滾燙，小心別碰。		lexical-context
2088	1	涩	2088_1	澀	false	苦涩	苦澀	authored-example	project-authored	这种药入口十分苦涩。	這種藥入口十分苦澀。		lexical-context
2095	1	悯	2095_1	憫	false	怜悯	憐憫	corpus-example	tatoeba:13138799	怜悯一点。	憐憫一點。		lexical-context
2098	1	宽	2098_1	寬	false	宽阔	寬闊	authored-example	project-authored	广场中央有一条宽阔的大道。	廣場中央有一條寬闊的大道。		lexical-context
2099	1	家	2099_0	家	true	国家	國家	corpus-example	tatoeba:512435	日本和好几个海外国家做贸易。	日本和好幾個海外國家做貿易。		lexical-context
2099	1	家	2099_1	傢	false	家伙	傢伙	corpus-example	tatoeba:5581669	毕竟，这家伙有一次想杀我爸。	畢竟，這傢伙有一次想殺我爸。		lexical-context
