order	source_mapping	simplified	traditional	pinyin	taiwan_pinyin	meaning	simplified_sentence	traditional_sentence	example_source	example_source_id	source_sentence	pinyin_source	taiwan_pinyin_source
779	4885_1	鸟铳	鳥銃	niǎo chòng		bird gun	当晚10点,农民自卫军向黄安县城进发,成千上万的群众手持鸟铳、鱼叉等原始武器纷纷加入起义行列。	當晚10點,農民自衛軍向黃安縣城進發,成千上萬的群眾手持鳥銃、魚叉等原始武器紛紛加入起義行列。	leipzig	zho_news_2020_300K:140954	当晚10点,农民自卫军向黄安县城进发,成千上万的群众手持鸟铳、鱼叉等原始武器纷纷加入起义行列。	CC-CEDICT	
780	4885_1	原始	原始	yuán shǐ		first	当晚10点,农民自卫军向黄安县城进发,成千上万的群众手持鸟铳、鱼叉等原始武器纷纷加入起义行列。	當晚10點,農民自衛軍向黃安縣城進發,成千上萬的群眾手持鳥銃、魚叉等原始武器紛紛加入起義行列。	leipzig	zho_news_2020_300K:140954	当晚10点,农民自卫军向黄安县城进发,成千上万的群众手持鸟铳、鱼叉等原始武器纷纷加入起义行列。	CC-CEDICT	
781	4885_1	武器	武器	wǔ qì		weapon	当晚10点,农民自卫军向黄安县城进发,成千上万的群众手持鸟铳、鱼叉等原始武器纷纷加入起义行列。	當晚10點,農民自衛軍向黃安縣城進發,成千上萬的群眾手持鳥銃、魚叉等原始武器紛紛加入起義行列。	leipzig	zho_news_2020_300K:140954	当晚10点,农民自卫军向黄安县城进发,成千上万的群众手持鸟铳、鱼叉等原始武器纷纷加入起义行列。	CC-CEDICT	
782	4885_1	纷纷	紛紛	fēn fēn		one after another	当晚10点,农民自卫军向黄安县城进发,成千上万的群众手持鸟铳、鱼叉等原始武器纷纷加入起义行列。	當晚10點,農民自衛軍向黃安縣城進發,成千上萬的群眾手持鳥銃、魚叉等原始武器紛紛加入起義行列。	leipzig	zho_news_2020_300K:140954	当晚10点,农民自卫军向黄安县城进发,成千上万的群众手持鸟铳、鱼叉等原始武器纷纷加入起义行列。	CC-CEDICT	
783	4885_1	加入	加入	jiā rù		to become a member	当晚10点,农民自卫军向黄安县城进发,成千上万的群众手持鸟铳、鱼叉等原始武器纷纷加入起义行列。	當晚10點,農民自衛軍向黃安縣城進發,成千上萬的群眾手持鳥銃、魚叉等原始武器紛紛加入起義行列。	leipzig	zho_news_2020_300K:140954	当晚10点,农民自卫军向黄安县城进发,成千上万的群众手持鸟铳、鱼叉等原始武器纷纷加入起义行列。	CC-CEDICT	
784	4885_1	起义	起義	qǐ yì		uprising	当晚10点,农民自卫军向黄安县城进发,成千上万的群众手持鸟铳、鱼叉等原始武器纷纷加入起义行列。	當晚10點,農民自衛軍向黃安縣城進發,成千上萬的群眾手持鳥銃、魚叉等原始武器紛紛加入起義行列。	leipzig	zho_news_2020_300K:140954	当晚10点,农民自卫军向黄安县城进发,成千上万的群众手持鸟铳、鱼叉等原始武器纷纷加入起义行列。	CC-CEDICT	
785	4885_1	行列	行列	háng liè		formation	当晚10点,农民自卫军向黄安县城进发,成千上万的群众手持鸟铳、鱼叉等原始武器纷纷加入起义行列。	當晚10點,農民自衛軍向黃安縣城進發,成千上萬的群眾手持鳥銃、魚叉等原始武器紛紛加入起義行列。	leipzig	zho_news_2020_300K:140954	当晚10点,农民自卫军向黄安县城进发,成千上万的群众手持鸟铳、鱼叉等原始武器纷纷加入起义行列。	CC-CEDICT	
786	4886_1	生石灰	生石灰	shēng shí huī		calcium oxide CaO	索氏是加入生石灰发使氨逸出，而侯氏是加入食盐使氯化铵结晶而出。	索氏是加入生石灰髮使氨逸出，而侯氏是加入食鹽使氯化銨結晶而出。	leipzig	zho_wikipedia_2018_1M:778779	索氏是加入生石灰发使氨逸出，而侯氏是加入食盐使氯化铵结晶而出。	CC-CEDICT	
787	4886_1	氯化铵	氯化銨	lǜ huà ǎn		ammonium chloride	索氏是加入生石灰发使氨逸出，而侯氏是加入食盐使氯化铵结晶而出。	索氏是加入生石灰髮使氨逸出，而侯氏是加入食鹽使氯化銨結晶而出。	leipzig	zho_wikipedia_2018_1M:778779	索氏是加入生石灰发使氨逸出，而侯氏是加入食盐使氯化铵结晶而出。	CC-CEDICT	
788	4886_1	结晶	結晶	jié jīng		to crystallize	索氏是加入生石灰发使氨逸出，而侯氏是加入食盐使氯化铵结晶而出。	索氏是加入生石灰髮使氨逸出，而侯氏是加入食鹽使氯化銨結晶而出。	leipzig	zho_wikipedia_2018_1M:778779	索氏是加入生石灰发使氨逸出，而侯氏是加入食盐使氯化铵结晶而出。	CC-CEDICT	
789	4890_1	从此	從此	cóng cǐ		from now on	从此之后，狗剩子外出总爱戴个草帽，“吃一亏，长一智”，防止老鸹子来个突然袭击。	從此之後，狗剩子外出總愛戴個草帽，“吃一虧，長一智”，防止老鴰子來個突然襲擊。	leipzig	zho_news_2020_300K:36453	从此之后，狗剩子外出总爱戴个草帽，“吃一亏，长一智”，防止老鸹子来个突然袭击。	CC-CEDICT	
790	4890_1	外出	外出	wài chū		to go out	从此之后，狗剩子外出总爱戴个草帽，“吃一亏，长一智”，防止老鸹子来个突然袭击。	從此之後，狗剩子外出總愛戴個草帽，“吃一虧，長一智”，防止老鴰子來個突然襲擊。	leipzig	zho_news_2020_300K:36453	从此之后，狗剩子外出总爱戴个草帽，“吃一亏，长一智”，防止老鸹子来个突然袭击。	CC-CEDICT	
791	4890_1	爱戴	愛戴	ài dài		to love and respect	从此之后，狗剩子外出总爱戴个草帽，“吃一亏，长一智”，防止老鸹子来个突然袭击。	從此之後，狗剩子外出總愛戴個草帽，“吃一虧，長一智”，防止老鴰子來個突然襲擊。	leipzig	zho_news_2020_300K:36453	从此之后，狗剩子外出总爱戴个草帽，“吃一亏，长一智”，防止老鸹子来个突然袭击。	CC-CEDICT	
792	4890_1	草帽	草帽	cǎo mào		straw hat	从此之后，狗剩子外出总爱戴个草帽，“吃一亏，长一智”，防止老鸹子来个突然袭击。	從此之後，狗剩子外出總愛戴個草帽，“吃一虧，長一智”，防止老鴰子來個突然襲擊。	leipzig	zho_news_2020_300K:36453	从此之后，狗剩子外出总爱戴个草帽，“吃一亏，长一智”，防止老鸹子来个突然袭击。	CC-CEDICT	
793	4890_1	防止	防止	fáng zhǐ		to prevent	从此之后，狗剩子外出总爱戴个草帽，“吃一亏，长一智”，防止老鸹子来个突然袭击。	從此之後，狗剩子外出總愛戴個草帽，“吃一虧，長一智”，防止老鴰子來個突然襲擊。	leipzig	zho_news_2020_300K:36453	从此之后，狗剩子外出总爱戴个草帽，“吃一亏，长一智”，防止老鸹子来个突然袭击。	CC-CEDICT	
794	4890_1	老鸹	老鴰	lǎo gua		crow	从此之后，狗剩子外出总爱戴个草帽，“吃一亏，长一智”，防止老鸹子来个突然袭击。	從此之後，狗剩子外出總愛戴個草帽，“吃一虧，長一智”，防止老鴰子來個突然襲擊。	leipzig	zho_news_2020_300K:36453	从此之后，狗剩子外出总爱戴个草帽，“吃一亏，长一智”，防止老鸹子来个突然袭击。	CC-CEDICT	
795	4891_1	绵密	綿密	mián mì		detailed	其秾纤绵密者亦不在小晏秦郎之下。”	其穠纖綿密者亦不在小晏秦郎之下。”	leipzig	zho_wikipedia_2018_1M:228702	其秾纤绵密者亦不在小晏秦郎之下。”	CC-CEDICT	
796	4891_1	之下	之下	zhī xià		under	其秾纤绵密者亦不在小晏秦郎之下。”	其穠纖綿密者亦不在小晏秦郎之下。”	leipzig	zho_wikipedia_2018_1M:228702	其秾纤绵密者亦不在小晏秦郎之下。”	CC-CEDICT	
797	4893_1	无数	無數	wú shù		countless	无数句写在信笺上的勿念，此刻通通化作一句 ：“见到了你，我怎么会不开心呢？”	無數句寫在信箋上的勿念，此刻通通化作一句 ：“見到了你，我怎麼會不開心呢？”	leipzig	zho_news_2020_300K:170676	无数句写在信笺上的勿念，此刻通通化作一句 ：“见到了你，我怎么会不开心呢？”	CC-CEDICT	
798	4893_1	此刻	此刻	cǐ kè		this moment	无数句写在信笺上的勿念，此刻通通化作一句 ：“见到了你，我怎么会不开心呢？”	無數句寫在信箋上的勿念，此刻通通化作一句 ：“見到了你，我怎麼會不開心呢？”	leipzig	zho_news_2020_300K:170676	无数句写在信笺上的勿念，此刻通通化作一句 ：“见到了你，我怎么会不开心呢？”	CC-CEDICT	
799	4893_1	通通	通通	tōng tōng		all	无数句写在信笺上的勿念，此刻通通化作一句 ：“见到了你，我怎么会不开心呢？”	無數句寫在信箋上的勿念，此刻通通化作一句 ：“見到了你，我怎麼會不開心呢？”	leipzig	zho_news_2020_300K:170676	无数句写在信笺上的勿念，此刻通通化作一句 ：“见到了你，我怎么会不开心呢？”	CC-CEDICT	
800	4893_1	开心	開心	kāi xīn		to feel happy	无数句写在信笺上的勿念，此刻通通化作一句 ：“见到了你，我怎么会不开心呢？”	無數句寫在信箋上的勿念，此刻通通化作一句 ：“見到了你，我怎麼會不開心呢？”	leipzig	zho_news_2020_300K:170676	无数句写在信笺上的勿念，此刻通通化作一句 ：“见到了你，我怎么会不开心呢？”	CC-CEDICT	
801	4910_1	生涯	生涯	shēng yá		career	长年累月的篾匠生涯，使他的背有些佝偻，人们爱喊他“醴陵驼子”。	長年累月的篾匠生涯，使他的背有些佝僂，人們愛喊他“醴陵駝子”。	leipzig	zho_news_2020_300K:287035	长年累月的篾匠生涯，使他的背有些佝偻，人们爱喊他“醴陵驼子”。	CC-CEDICT	
802	4910_1	有些	有些	yǒu xiē		some	长年累月的篾匠生涯，使他的背有些佝偻，人们爱喊他“醴陵驼子”。	長年累月的篾匠生涯，使他的背有些佝僂，人們愛喊他“醴陵駝子”。	leipzig	zho_news_2020_300K:287035	长年累月的篾匠生涯，使他的背有些佝偻，人们爱喊他“醴陵驼子”。	CC-CEDICT	
803	4910_1	驼子	駝子	tuó zi		hunchback	长年累月的篾匠生涯，使他的背有些佝偻，人们爱喊他“醴陵驼子”。	長年累月的篾匠生涯，使他的背有些佝僂，人們愛喊他“醴陵駝子”。	leipzig	zho_news_2020_300K:287035	长年累月的篾匠生涯，使他的背有些佝偻，人们爱喊他“醴陵驼子”。	CC-CEDICT	
804	4911_1	南亚	南亞	nán yà		southern Asia	这座位于南亚中心的雄伟山脉，山峰白雪皑皑，覆盖著广阔的冰川。	這座位於南亞中心的雄偉山脈，山峰白雪皚皚，覆蓋著廣闊的冰川。	tatoeba	13573235	這座位於南亞中心的雄偉山脈，山峰白雪皚皚，覆蓋著廣闊的冰川。	CC-CEDICT	
805	4911_1	雄伟	雄偉	xióng wěi		grand	这座位于南亚中心的雄伟山脉，山峰白雪皑皑，覆盖著广阔的冰川。	這座位於南亞中心的雄偉山脈，山峰白雪皚皚，覆蓋著廣闊的冰川。	tatoeba	13573235	這座位於南亞中心的雄偉山脈，山峰白雪皚皚，覆蓋著廣闊的冰川。	CC-CEDICT	
806	4911_1	山峰	山峰	shān fēng		peak	这座位于南亚中心的雄伟山脉，山峰白雪皑皑，覆盖著广阔的冰川。	這座位於南亞中心的雄偉山脈，山峰白雪皚皚，覆蓋著廣闊的冰川。	tatoeba	13573235	這座位於南亞中心的雄偉山脈，山峰白雪皚皚，覆蓋著廣闊的冰川。	CC-CEDICT	
807	4911_1	白雪	白雪	bái xuě		snow	这座位于南亚中心的雄伟山脉，山峰白雪皑皑，覆盖著广阔的冰川。	這座位於南亞中心的雄偉山脈，山峰白雪皚皚，覆蓋著廣闊的冰川。	tatoeba	13573235	這座位於南亞中心的雄偉山脈，山峰白雪皚皚，覆蓋著廣闊的冰川。	CC-CEDICT	
808	4911_1	冰川	冰川	bīng chuān		glacier	这座位于南亚中心的雄伟山脉，山峰白雪皑皑，覆盖著广阔的冰川。	這座位於南亞中心的雄偉山脈，山峰白雪皚皚，覆蓋著廣闊的冰川。	tatoeba	13573235	這座位於南亞中心的雄偉山脈，山峰白雪皚皚，覆蓋著廣闊的冰川。	CC-CEDICT	
809	4919_1	默默	默默	mò mò		in silence	曾经我也向着上天祈祷，神龛前默默地把愿望相告……	曾經我也向著上天祈禱，神龕前默默地把願望相告……	leipzig	zho_news_2020_300K:176994	曾经我也向着上天祈祷，神龛前默默地把愿望相告……	CC-CEDICT	
810	4919_1	愿望	願望	yuàn wàng		desire	曾经我也向着上天祈祷，神龛前默默地把愿望相告……	曾經我也向著上天祈禱，神龕前默默地把願望相告……	leipzig	zho_news_2020_300K:176994	曾经我也向着上天祈祷，神龛前默默地把愿望相告……	CC-CEDICT	
811	4934_1	今日	今日	jīn rì		today	今日幸为秦晋会，早教鸾凤下妆楼”，请新娘抓紧时间化妆下楼。	今日幸為秦晉會，早教鸞鳳下妝樓”，請新娘抓緊時間化妝下樓。	leipzig	zho_news_2020_300K:34997	今日幸为秦晋会，早教鸾凤下妆楼”，请新娘抓紧时间化妆下楼。	CC-CEDICT	
812	4934_1	鸾凤	鸞鳳	luán fèng		luan and phoenix	今日幸为秦晋会，早教鸾凤下妆楼”，请新娘抓紧时间化妆下楼。	今日幸為秦晉會，早教鸞鳳下妝樓”，請新娘抓緊時間化妝下樓。	leipzig	zho_news_2020_300K:34997	今日幸为秦晋会，早教鸾凤下妆楼”，请新娘抓紧时间化妆下楼。	CC-CEDICT	
813	4945_1	修行	修行	xiū xíng		to devote oneself to spiritual development	，受法修行直至最終成为有傳法資格的阿阇梨。	，受法修行直至最終成為有傳法資格的阿闍梨。	leipzig	zho_wikipedia_2018_1M:281922	，受法修行直至最終成为有傳法資格的阿阇梨。	CC-CEDICT	
814	4945_1	直至	直至	zhí zhì		lasting until	，受法修行直至最終成为有傳法資格的阿阇梨。	，受法修行直至最終成為有傳法資格的阿闍梨。	leipzig	zho_wikipedia_2018_1M:281922	，受法修行直至最終成为有傳法資格的阿阇梨。	CC-CEDICT	
815	4947_1	金陵	金陵	jīn líng		pre-Han name for Nanjing	阉党阮大铖时亦屏居金陵，谋复用。	閹黨阮大鋮時亦屏居金陵，謀複用。	leipzig	zho_wikipedia_2018_1M:953668	阉党阮大铖时亦屏居金陵，谋复用。	CC-CEDICT	
816	4949_1	兄弟阋墙	兄弟鬩牆	xiōng dì xì qiáng		internecine strife	兄弟阋墙事堪叹，术也仇绍翻结瓒，谬算适足羞先公，强云图谶天所赞。	兄弟鬩牆事堪嘆，術也仇紹翻結瓚，謬算適足羞先公，強雲圖讖天所贊。	leipzig	zho_wikipedia_2018_1M:202031	兄弟阋墙事堪叹，术也仇绍翻结瓒，谬算适足羞先公，强云图谶天所赞。	CC-CEDICT	
817	4951_1	单于	單于	chán yú		king of the Xiongnu	高帝用陈平奇计，使单于阏氏，围以得开。	高帝用陳平奇計，使單于閼氏，圍以得開。	leipzig	zho_wikipedia_2018_1M:992326	高帝用陈平奇计，使单于阏氏，围以得开。	CC-CEDICT	
818	4952_1	苯环	苯環	běn huán		benzene ring	苯环上直接连有两个羟基时叫苯二酚。	苯環上直接連有兩個羥基時叫苯二酚。	leipzig	zho_wikipedia_2018_1M:837217	苯环上直接连有两个羟基时叫苯二酚。	CC-CEDICT	
819	4952_1	羟基	羥基	qiǎng jī		hydroxyl group -OH	苯环上直接连有两个羟基时叫苯二酚。	苯環上直接連有兩個羥基時叫苯二酚。	leipzig	zho_wikipedia_2018_1M:837217	苯环上直接连有两个羟基时叫苯二酚。	CC-CEDICT	
820	4953_1	粗粝	粗糲	cū lì		coarse rice	粗粝是一个描写性质或状态的词。	粗糲是一個描寫性質或狀態的詞。	authored	level-2/4953_1	粗粝是一个描写性质或状态的词。	CC-CEDICT	
